"Time","ASMR","Airport CEO","Alien: Isolation","Clash Royale","Dale & Dawson Stationery Supplies","Dead End Exit 8","Dead by Daylight","Dofus","ELDEN RING","FTL: Faster Than Light","Five Nights at Freddy's","Fortnite","Genshin Impact","Golf It!","Grand Theft Auto V","Harry Potter and the Sorcerer's Stone","Haunted Castle","Hearthstone","Hollow Knight","I'm Only Sleeping","IRL","Just Chatting","League of Legends","Maitre des Fleurs","Minecraft","NBA 2K25","Offline","Online","Outlast","Platform 8","Pokémon FireRed/LeafGreen","Pokémon GO","Pokémon HeartGold/SoulSilver","Pokémon Scarlet/Violet","PowerWash Simulator","Rocket League","Selaco","Special Agent","Special Events","Star Citizen","Street Fighter 6","Super Smash Bros. Ultimate","TEKKEN 8","Talk Shows & Podcasts","Teamfight Tactics","That's Not My Neighbor","The Legend of Zelda: Ocarina of Time","The Legend of Zelda: The Wind Waker","The Mortuary Assistant","Trackmania","VALORANT","Voices of the Void","Warhammer 40","World of Warcraft","World of Warships"
2024-09-07 05:05:00,,,,,,,,,,,,,,,,,,506,,,,,,,,,0,,,,,,498,,,,,,73231,,,,,,,,,,,,,,,,
2024-09-07 05:10:00,,,,,,,,,,,,,,,,,,554,,,,,,,,,0,,,,,,429,,,,,,65822,,,,,,,,,,,,,,,,
2024-09-07 05:15:00,,,,,,,,,,,,,,,,,,564,,,,,,,,,0,,,,,,513,,,,,,66323,,,,,,,,,,,,,,,,
2024-09-07 05:20:00,,,,,,,,,,,,,,,,,,586,,,,,,,,,0,,,,,,525,,,,,,57766,,,,,,,,,,,,,,,,
2024-09-07 05:25:00,,,,,,,,,,,,,,,,,,592,,,,,,,,,0,,,,,,554,,,,,,56202,,,,,,,,,,,,,,,,
2024-09-07 05:30:00,,,,,,,,,,,,,,,,,,592,,,,,,,,,0,,,,,,466,,,,,,54768,,,,,,,,,,,,,,,,
2024-09-07 05:35:00,,,,,,,,,,,,,,,,,,655,,,,,,,,,0,,,,,,518,,,,,,54756,,,,,,,,,,,,,,,,
2024-09-07 05:40:00,,,,,,,,,,,,,,,,,,570,,,,,,,,,0,,,,,,511,,,,,,53906,,,,,,,,,,,,,,,,
2024-09-07 05:45:00,,,,,,,,,,,,,,,,,,589,,,,,,,,,0,,,,,,390,,,,,,60800,,,,,,,,,,,,,,,,
2024-09-07 05:50:00,,,,,,,,,,,,,,,,,,582,,,,,,,,,0,,,,,,575,,,,,,45722,,,,,,,,,,,,,,,,
2024-09-07 05:55:00,,,,,,,,,,,,,,,,,,601,,,,,,,,,0,,,,,,543,,,,,,46217,,,,,,,,,,,,,,,,
2024-09-07 06:00:00,,,,,,,,,,,,,,,,,,608,,,,,,,,,0,,,,,,537,,,,,,52973,,,,,,,,,,,,,,,,
2024-09-07 06:05:00,,,,,,,,,,,,,,,,,,615,,,,,,,,,0,,,,,,563,,,,,,54861,,,,,,,,,,,,,,,,
2024-09-07 06:10:00,,,,,,,,,,,,,,,,,,627,,,,,,,,,0,,,,,,540,,,,,,46305,,,,,,,,,,,,,,,,
2024-09-07 06:15:00,,,,,,,,,,,,,,,,,,627,,,,,,,,,0,,,,,,577,,,,,,42632,,,,,,,,,569,,,,,,,
2024-09-07 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,586,,,,,,42388,,,,,,,,,525,,,,,,,
2024-09-07 06:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,569,,,,,,41733,,,,,,,,,535,,,,,,,
2024-09-07 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,589,,,,,,40952,,,,,,,,,528,,,,,,,
2024-09-07 06:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,579,,,,,,40478,,,,,,,,,547,,,,,,,
2024-09-07 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,567,,,,,,40278,,,,,,,,,501,,,,,,,
2024-09-07 06:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,608,,,,,,39176,,,,,,,,,509,,,,,,,
2024-09-07 06:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,573,,,,,,39062,,,,,,,,,580,,,,,,,
2024-09-07 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,598,,,,,,39098,,,,,,,,,554,,,,,,,
2024-09-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,584,,,,,,38818,,,,,,,,,529,,,,,,,
2024-09-07 07:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,593,,,,,,38885,,,,,,,,,498,,,,,,,
2024-09-07 07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,593,,,,,,39217,,,,,,,,,523,,,,,,,
2024-09-07 07:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,609,,,,,,40155,,,,,,,,,523,,,,,,,
2024-09-07 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,599,,,,,,41125,,,,,,,,,550,,,,,,,
2024-09-07 07:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,610,,,,,,51717,,,,,,,,,603,,,,,,,
2024-09-07 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,674,,,,,,37775,,,,,,,,,615,,,,,,,
2024-09-07 07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,647,,,,,,38645,,,,,,,,,607,,,,,,,
2024-09-07 07:40:00,,,,,,,,114,,,,,,,,,,,,,,,,,,,0,,,,,,683,,,,,,38488,,,,,,,,,,,,,,,,
2024-09-07 07:45:00,,,,,,,,57,,,,,,,,,,,,,,,,,,,0,,,,,,692,,,,,,39237,,,,,,,,,,,,,,,,
2024-09-07 07:50:00,,,,,,,,104,,,,,,,,,,,,,,,,,,,0,,,,,,652,,,,,,37717,,,,,,,,,,,,,,,,
2024-09-07 07:55:00,,,,,,,,114,,,,,,,,,,,,,,,2,,,,0,,,,,,645,,,,,,38773,,,,,,,,,,,,,,,,
2024-09-07 08:00:00,,,,,,,,156,,,,,,,,,,,,,,,12,,,,0,,,,,,652,,,,,,39748,,,,,,,,,,,,,,,,
2024-09-07 08:05:00,,,,,,,,175,,,,,,,,,,,,,,,32,,,,0,,,,,,702,,,,,,40591,,,,,,,,,,,,,,,,
2024-09-07 08:10:00,,,,,,,,211,,,,,,,,,,,,,,,40,,,,0,,,,,,733,,,,,,41882,,,,,,,,,,,,,,,,
2024-09-07 08:15:00,,,,,,,,232,,,,,,,,,,,,,,,43,,,,0,,,,,,754,,,,,,42845,,,,,,,,,,,,,,,,
2024-09-07 08:20:00,,,,,,,,242,,,,,,,,,,,,,,,74,,,,0,,,,,,802,,,,,,46553,,,,,,,,,,,,,,,,
2024-09-07 08:25:00,,,,,,,,274,,,,,,,,,,,,,,,93,,,,0,,,,,,839,,,,,,44971,,,,,,,,,,,,,,,,
2024-09-07 08:30:00,,,,,,,,251,,,,,,,,,,,,,,,108,,,,0,,,,,,882,,,,,,46093,,,,,,,,,,,,,,,,
2024-09-07 08:35:00,,,,,,,,292,,,,,,,,,,,,,,,115,,,,0,,,,,,879,,,,,,47149,,,,,,,,,,,,,,,,
2024-09-07 08:40:00,,,,,,,,328,,,,,,,,,,,,,,,119,,,,0,,,,,,836,,,,,,49448,,,,,,,,,,,,,,,,
2024-09-07 08:45:00,,,,,,,,263,,,,,,,,,,,,,,,106,,,,0,,,,,,888,,,,,,52071,,,,,,,,,,,,6,,,,
2024-09-07 08:50:00,,,,,,,,283,,,,,,,,,,,,,,,104,,,,0,,,,,,929,,,,,,53080,,,,,,,,,,,,108,,,,
2024-09-07 08:55:00,,,,,,,,345,,,,,,,,,,,,,,,96,,,,0,,,,,,934,,,,,,54983,,,,,,,,,,,,173,,,,
2024-09-07 09:00:00,,,,,,,,355,,,,,,,,,,,,,,,121,,,,0,,,,,,908,,,,,,57030,,,,,,,,,,,,258,,,,
2024-09-07 09:05:00,,,,,,,,349,,,,,,,,,,,,,,,139,,,,0,,,,,,893,,,,,,60604,,,,,,,,,,,,290,,,,
2024-09-07 09:10:00,,,,,,,,373,,,,,,,,,,,,,,,157,,,,0,,,,,,955,,,,,,64645,,,,,,22,,,,,,286,,,,
2024-09-07 09:15:00,,,,,,,,350,,,,,,,,,,,,,,,164,,,,0,,,,,,930,,,,,,68127,,,,,,33,,,,,,332,,,,
2024-09-07 09:20:00,,,,,,,,372,,,,,,,,,,,,,,,160,,,,0,,,,,,913,,,,,,71044,,,,,,85,,,,,,337,,,,
2024-09-07 09:25:00,,,,,,,,408,,,,,,,,,,,,,,,135,,,,0,,,,,,1013,,,,,,71652,,,,,,145,,,,,,348,,,,
2024-09-07 09:30:00,,,,,,,,425,,,,,,,,,,,,,,,127,,,,0,,,,,,1058,,,,,,77447,,,,,,235,,,,,,393,,,,
2024-09-07 09:35:00,,,,,,,,410,,,,,,,,,,,,,,,152,,,,0,,,,,,1077,,,,,,77902,,,,,,253,,,,,,397,,,,
2024-09-07 09:40:00,,,,,,,,425,,,,,,,,,,,,,,,136,,,,0,,,,,,1042,,,,,,81442,,,,,,299,,,,,,419,,,,
2024-09-07 09:45:00,,,,,,,,340,,,,,,,,,,,,,,,,,,,0,,,,,,1104,,,,,,84380,,,,,,328,,,,,,515,,,,
2024-09-07 09:50:00,,,,,,,,391,,,,,,,,,,,,,,,,,,,0,,,,,,1125,,,,,,86943,,,,,,348,,,,,,474,,,,
2024-09-07 09:55:00,,,,,,,,382,,,,,,,,,,,,,,,,,,,0,,,,,,1086,,,,,,93160,,,,,,382,,,,,,430,,,,
2024-09-07 10:00:00,,,,,,,,361,,,,,,,,,,,,,,,,,,,0,,,,,,1043,,,,,,96826,,,,,,415,,,,,,226,,,,
2024-09-07 10:05:00,,,,,,,,395,,,,,,,,,,,,,,,,,,,0,,,,,,1061,,,,,,101117,,,,,,410,,,,,,235,,,,
2024-09-07 10:10:00,,,,,,,,388,,,,,,,,,,,,,,,,,,,0,,,,,,1098,,,,,,103759,,,,,,449,,,,,,271,,,,
2024-09-07 10:15:00,,,,,,,,405,,,,,,,,,,,,,,,,,,,0,,,,,,1078,,,,,,106844,,,,,,464,,,,,,307,,,181,
2024-09-07 10:20:00,,,,,,,,371,,,,,,,,,,,,,,,,,,,0,,,,,,1126,,,,,,109634,,,,,,503,,,,,,330,,,181,
2024-09-07 10:25:00,,,,,,,,381,,,,,,,,,,,,,,,,,,,0,,,,,,1063,,,,,,110017,,,,,,530,,,,,,378,,,50,
2024-09-07 10:30:00,,,,,,,,372,,,,,,,,,,,,,,,,,,,0,,,,,,1052,,,,,,111549,,,,,,515,,,,,,403,,,308,
2024-09-07 10:35:00,,,,,,,,366,,,,,,,,,,,,,,,,,,,0,,,,,,1069,,,,,,112473,,,,,,536,,,,,,395,,,372,
2024-09-07 10:40:00,,,,,,,,396,,,,,,,,,,,,,,44,,,,,0,,,,,,1085,,,,,,114961,,,,,,449,,,,,,422,,,424,
2024-09-07 10:45:00,,,,,,,,376,,,,,,,,,,,,,,87,,,,,0,,,,,,1178,,,,,,117699,,,,,,460,,,,,,435,,,520,
2024-09-07 10:50:00,,,,,,,,383,,,,,,,,,,,,,,87,,,,,0,,,,,,1201,,,,,,125021,,,,,,495,,,,,,435,,,511,
2024-09-07 10:55:00,,,,,,,,353,,,,,,,,,,,,,,124,,,,,0,,,,,,1201,,,,,,129286,,,,,,505,,,,,,445,,,928,
2024-09-07 11:00:00,,,,,,,,369,,,,,,,,,,,,,,128,,,,,0,,,,,,1199,,,,,,131038,,,,,,513,,,,,,479,,,1173,
2024-09-07 11:05:00,,,,,,,,358,,,,,,,,,,,,,,139,,,,,0,,,,,,1116,,,,,,139797,,,,,,536,,,,,,441,,,1514,
2024-09-07 11:10:00,,,,,,,,,,,,,,,,,,,,,,135,,,,,0,,,,,,1169,,,,,,143362,,,,,,557,,,,,,449,,,1621,
2024-09-07 11:15:00,,,,,,,,,,,,,,,,,,,,,,142,,,,,0,,,,,,1045,,,,,,148043,,,,,,487,,,,,,1135,,,1794,
2024-09-07 11:20:00,,,,,,,,,,,,,,,,,,,,,,148,,,,,0,,,,,,968,,,,,,150560,,,,,,500,,,,,,1026,,,1965,
2024-09-07 11:25:00,,,,,,,,,,,,,,,,,,,,,,146,,,,,0,,,,,,1188,,,,,,153583,,,,,,500,,,,,,1040,,,2363,
2024-09-07 11:30:00,,,,,,,,,,,,,,,,,,,,,,146,,,,,0,,,,,,1133,,,,,,159399,,,,,,515,,,,,,983,,,2411,
2024-09-07 11:35:00,,,,,,,,,,,,,,,,,,,,,,146,,,,,0,,,,,,1172,,,,,,162965,,,,,,541,,,,,,989,,,2542,
2024-09-07 11:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1246,,,,,,165907,,,,,,531,,,,,,957,,,2559,
2024-09-07 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1148,,,,,,166893,,,,,,623,,,,,,977,,,2601,
2024-09-07 11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1289,,,,,,173194,,,,,,582,,,,,,952,,,2661,
2024-09-07 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1128,,,,,,176812,,,,,,536,,,,,,910,,,2860,
2024-09-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1292,,,,,,184140,,,,,,568,,,,,,950,,,2957,
2024-09-07 12:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1165,,,,,,186924,,,,,,603,,,,,,893,,,2952,
2024-09-07 12:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1286,,,,,,188705,,,,,,613,,,,,,891,,,3115,
2024-09-07 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1227,,,,,,192712,,,,,,653,,,,,,854,,,3397,
2024-09-07 12:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1210,,,,,,193775,,,,,,627,,,,,,909,,,3194,
2024-09-07 12:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1105,,,,,,199659,,,,,,584,,,,,,950,,,3194,
2024-09-07 12:30:00,,,,,,,,,,,,,479,,,,,,,,,,,,,,0,,,,,,1174,,,,,,201953,,,,,,550,,,,,,964,,,3437,
2024-09-07 12:35:00,,,,,,,,,,,,,465,,,,,,,,,,,,,,0,,,,,,1123,,,,,,205010,,,,,,565,,,,,,948,,,3476,
2024-09-07 12:40:00,,,,,,,,,,,,,472,,,,,,,,,,,,,,0,,,,,,1123,,,,,,203186,,,,,,577,,,,,,922,,,3596,
2024-09-07 12:45:00,,,,,,,,,,,,,518,,,,,,,,,,,,,,0,,,,,,1143,,,,,,210389,,,,,,650,,,,,,948,,,3669,
2024-09-07 12:50:00,,,,,,,,,,,,,509,,,,,,,,,,,,,,0,,,,,,1107,,,,,,209215,,,,,,650,,,,,,898,,,3840,
2024-09-07 12:55:00,,,,,,,,,,,,,494,,,,,,,,,,,,,,0,,,,,,1200,,,,,,213562,,,,,,647,,,,,,295,,,3778,
2024-09-07 13:00:00,,,,,,,,,,,,,510,,,,,,,,,,34,,,,0,,,,,,1119,,,23,,,215776,,,,,,647,,,,,,277,,,3719,
2024-09-07 13:05:00,,,,,,,,,,,,,516,,,,,,,,,,94,,,,0,,,,,,1011,,,125,,,216484,,,,,,578,,,,,,286,,,4054,
2024-09-07 13:10:00,,,,,,,,201,,,,,540,,,,,,,,,,170,,,,0,,,,,,1022,,,125,,,223127,,,,,,605,,,,,,266,,,3924,
2024-09-07 13:15:00,,,,,,,,243,,,,,534,,,,,,,,,,240,,,,0,,,,,,1035,,,244,,,225041,,,,,,624,,,,,,270,,,3216,
2024-09-07 13:20:00,,,,,,,,247,,,,,577,,,,,,,,,,287,,,,0,,,,,,1065,,,377,,,228214,,,,,,634,,,,,,270,,,3310,
2024-09-07 13:25:00,,,,,,,,227,,,,,562,,,,,,,,,,381,,,,0,,,,,,1013,,,442,,,228805,,,,,,614,,,,,,,,,3465,
2024-09-07 13:30:00,,,,,,,,224,,,,,593,,,,,,,,,,408,,,,0,,,,,,1002,,,477,,,236021,,,,,,641,,,,,,,,,3372,
2024-09-07 13:35:00,,,,,,,,229,,,,,563,,,,,,,,,,437,,,,0,,,,,,984,,,506,,,237299,,,,,,632,,,,,,,,,3158,
2024-09-07 13:40:00,,,,,,,,229,,,,,555,,,,,,,,,,591,,,,0,,,,,,1013,,,520,,,245270,,,,,,589,,,,,,,,,3088,
2024-09-07 13:45:00,,,,,,,,176,,,,,582,,,,,,,,,,619,,,,0,,,,,,1000,,,602,,,253586,,,,,,569,,,,,,,,,2156,
2024-09-07 13:50:00,,,,,,,,220,,,,,559,,,,,,,,,,594,,,,0,,,,,,984,,,640,,,256235,,,,,,638,,,,,,,,,2108,
2024-09-07 13:55:00,,,,,,,,196,,,,,589,,,,,,,,,,815,,,,0,,,,,,1032,,,565,,,257571,,,,,,717,,,,,,,,,1927,
2024-09-07 14:00:00,,,,,,,,224,,,,,696,,,,,,,,,101,686,,,,0,,,,,,1062,,,495,,,252823,,,,,,701,,,,,,,,,1918,
2024-09-07 14:05:00,,,,,,,,202,,,,,860,,,,,,,,,47,551,,,,0,,,,,,1063,,,645,,,259899,,,,,,715,,,,,,,,,1889,
2024-09-07 14:10:00,,,,,,,,224,,,,,881,,,,,,,,,175,725,,,,0,,,,,,1032,,,645,,,261357,,,,,,736,,,,,,,,,1959,
2024-09-07 14:15:00,,,,,,,,210,,,,,785,,,,,,,,,148,632,,,,0,,,,,,1020,,,652,,,264616,,,,,,740,,,,,,,,,2080,
2024-09-07 14:20:00,,,,,,,,199,,,,,787,,,,,,,,,97,710,,,,0,,,,,,1004,,,779,,,262522,,,,,,683,,,,,,,,,1952,
2024-09-07 14:25:00,,,,,,,,216,,,,,805,,,,,,,,,,697,,,,0,,,,,,987,,,839,,,240361,,,,,,667,,,,,,,,,1854,
2024-09-07 14:30:00,,,,,,,,230,,,,,805,,,,,,,,,,843,,,,0,,,,,,1037,,,857,,,253468,,,,,,651,,,,,,,,,1984,
2024-09-07 14:35:00,,,,,,,,222,,,,,796,,,,,,,,,,898,,,,0,,,,,,978,,,925,,,256354,,92,,,,637,,,,,,,,,1984,
2024-09-07 14:40:00,,,,,,,,236,,,,,733,,,,,,,,,,872,,,,0,,,,,,978,,,941,,,257011,,96,,,,615,,,,,,,,,1963,
2024-09-07 14:45:00,,,,,,,,246,,,,,743,,,,,,,,,,891,,,,0,,,,,,988,,,795,,,253913,,101,,,,577,,,,,,,,,1997,
2024-09-07 14:50:00,,,,,,,,251,,,,,864,,,,,,,,,,753,,,,0,,,,,,988,,,755,,,252484,,121,,,,611,,,,,,,,,1997,
2024-09-07 14:55:00,,,,,,,,244,,,,,888,,,,,,,,,,891,,,,0,,,,,,1001,,,747,,,250128,,113,,,,562,,,,,,,,,2020,
2024-09-07 15:00:00,,,,,,,,249,,,,,850,,,,,,,,,,948,,,,0,,,,,,985,,,772,,,256373,,117,,,,572,,,,,,,,,1988,
2024-09-07 15:05:00,,,,,,,,235,,,,,881,,,,,,,,,,1083,,,,0,,,,,,985,,,780,,,251284,,122,,,,586,,,,,,,,,2099,
2024-09-07 15:10:00,,,,,,,,235,,,,,829,,,,,,,,,,1205,,,,0,,,,,,979,,,799,,,253065,,133,,,,611,,,,,,,,,2071,
2024-09-07 15:15:00,60,,,,,,,243,,,,,883,,,,,,,,,,1324,,,,0,,,,,,990,,,779,,,251124,,135,,,,671,,,,,,,,,1875,
2024-09-07 15:20:00,70,,,,,,,260,,,,,909,,,,,,,,,,1292,,,,0,,,,,,976,,,747,,,256897,,138,,,,685,,,,,,,,,1875,
2024-09-07 15:25:00,129,,,,,,,252,,,,,810,,,,,,,,,,1262,,,,0,,,,,,991,,,737,,,264271,,131,,,,696,,,,,,,,,1741,
2024-09-07 15:30:00,150,,,,,,,245,,,,,787,,,,,,,,,,1191,,,,0,,,,,,991,,,721,,,267785,,127,,,,610,,,,,,,,,1629,
2024-09-07 15:35:00,185,,,,,,,240,,,,,817,,,,,,,,,,1245,,,,0,,,,,,1002,,,781,,,268946,,120,,,,599,,,,,,,,,1782,
2024-09-07 15:40:00,225,,,,,,,228,,,,,874,,,,,,,,,,1350,,,,0,,,,,,1002,,,746,,,269241,,110,,,,589,,,,,,,,,1860,
2024-09-07 15:45:00,239,,,,,,,234,,,,,833,,,,,,,,,,1250,,,,0,,,,,,986,,,728,,,276550,,115,,,,607,,,,,,,,,1810,
2024-09-07 15:50:00,266,,,,,,,248,,,,,728,,,,,,,,,,1421,,,,0,,,,,,986,,,716,,,279144,,117,,,,608,,,,,,,,,1791,
2024-09-07 15:55:00,288,,,,,,,239,,,,,999,,,,,,,,,,1480,,,,0,,,,,,986,,,727,,,276992,,123,,,,608,,,,,,,,,1791,
2024-09-07 16:00:00,315,,,,,,,248,,,,,,,,,,,,,,,1440,,,,0,,,,,,970,,,670,,,285984,,109,,,,647,,,,,,,,,1820,
2024-09-07 16:05:00,315,,,,,,,233,,,,,,,,,,,,,,,1428,,,,0,,,,,,982,,,603,,,289921,142,,,,,625,,,,,,,,,1798,
2024-09-07 16:10:00,329,,,,,,,220,,,,,,,,,,,,,,,1350,,,,0,,,,,,968,,,571,,,293888,161,,,,,636,,,,,,,,,1853,
2024-09-07 16:15:00,387,,,,,,,216,,,,,,,,,,,,,,,1346,,,,0,,,,,,935,,,587,,,292754,128,,,,,596,,,,,,,,,1872,
2024-09-07 16:20:00,379,,,,,,,217,,,,,,,,,,,,,,,1448,,,,0,,,,,,922,,,622,,,294907,129,,,,,554,,,,,,,,,1898,
2024-09-07 16:25:00,411,,,,,,,217,,,,,,,,,,823,,,,,1474,,,,0,,,,,,948,,,663,,,289228,146,,,,,568,,,,,,,,,1977,
2024-09-07 16:30:00,456,,,,,,,222,,,,,,,,,,870,,,,,1501,,,,0,,,,,,936,,,690,,,294375,146,,,,,577,,,,,,,,,2020,
2024-09-07 16:35:00,450,,,,,,,234,,,,,,,,,,841,,,,,1495,,,,0,,,,,,952,,,628,,,297825,144,,,,,577,,,,,,,,,2051,
2024-09-07 16:40:00,467,,,,,,,228,,,,,,,,,,960,,,,,1570,,,,0,,,,,,902,,,652,,,291821,165,,,,,588,,,,,,,,3674,2682,
2024-09-07 16:45:00,435,,,,,,,221,,,,,,,,,,985,,,,,1595,,,,0,,,,,,902,,,698,,,290810,192,,,,,602,,,,,,,,3674,2789,
2024-09-07 16:50:00,426,,,,,,,228,,,,,,,,,,1013,,,,,1655,,,,0,,,,,,890,,,650,,,266937,143,,,,,614,,,,,,,,3854,2787,
2024-09-07 16:55:00,462,,,,,,,239,,,,,,,,,,1127,,,,,1657,,,,0,,,,,,890,,,657,,,275946,190,,,,,582,,,,,,,,3718,2810,
2024-09-07 17:00:00,457,,,,,,,230,,,,,,,,,,1012,,,,,1668,,,,0,,,,,,881,,,677,,,279490,170,,,,,590,,,,,,,,3416,2796,
2024-09-07 17:05:00,428,,,,,,,175,,,,,,,,,,921,,,,,1542,,,,0,,,,,,872,,,678,,,280149,154,,,,,547,,,,,,,,3718,2899,
2024-09-07 17:10:00,417,,,,,,,216,,,,,,,,,,1039,,,,0,1814,,,,0,,,,,,881,,,668,,,272611,156,,,,,555,,,,,,,,3971,2816,
2024-09-07 17:15:00,362,,,,,,,225,,,,,,,,,,1081,,,,,1751,,,,0,,,,,,881,,,679,,,277629,153,,,,,570,,,,,,,,4329,2927,
2024-09-07 17:20:00,405,,,,,,,229,,,,,,,,,,1139,,,,,1612,,,,0,,,,,,881,,,745,,,272210,156,,,,,579,,,,,,,,4389,2953,
2024-09-07 17:25:00,379,,,,,,,230,,,,,,,,,,1164,,,,,1674,,,,0,,,,,,860,,,694,,,276698,226,,,,,591,,,,,,,,4315,2994,
2024-09-07 17:30:00,359,,,,,,,207,,,,,,,,,,1341,,,,,1646,,,,0,,,,,,860,,,694,,,278476,277,,,,,602,,,,,,,,4271,3075,
2024-09-07 17:35:00,328,,,,,,,210,,,,,,,,,,1290,,,,,1722,,,,0,,,,,,841,,,,,,283657,289,,,,,602,,,,,,,,4329,2920,
2024-09-07 17:40:00,341,,,,,,,231,,,,,,,,,,1256,,,,,1697,,,,0,,,,,,867,,,,,,266275,304,,,,,626,,,,,,,,4729,3062,
