"Time","ASMR","Airport CEO","Alien: Isolation","Clash Royale","Dale & Dawson Stationery Supplies","Dead End Exit 8","Dead by Daylight","Dofus","ELDEN RING","FTL: Faster Than Light","Five Nights at Freddy's","Fortnite","Genshin Impact","Golf It!","Grand Theft Auto V","Harry Potter and the Sorcerer's Stone","Haunted Castle","Hearthstone","Hollow Knight","I'm Only Sleeping","IRL","Just Chatting","League of Legends","Maitre des Fleurs","Minecraft","NBA 2K25","Offline","Online","Outlast","Platform 8","Pokémon FireRed/LeafGreen","Pokémon GO","Pokémon HeartGold/SoulSilver","Pokémon Scarlet/Violet","PowerWash Simulator","Rocket League","Selaco","Special Agent","Special Events","Star Citizen","Street Fighter 6","Super Smash Bros. Ultimate","TEKKEN 8","Talk Shows & Podcasts","Teamfight Tactics","That's Not My Neighbor","The Legend of Zelda: Ocarina of Time","The Legend of Zelda: The Wind Waker","The Mortuary Assistant","Trackmania","VALORANT","Voices of the Void","Warhammer 40","World of Warcraft","World of Warships"
2024-09-08 07:05:00,,,,,,,,,,,,,,,,,,,,64,,,,,,,0,,,,,,561,,,,,,32262,,,,,,,,,,,,,,,,
2024-09-08 07:10:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,556,,,,,,32221,,,,,,,,,,,,,,,,
2024-09-08 07:15:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,606,,,,,,32319,,,,,,,,,,,,,,,,
2024-09-08 07:20:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,582,,,,,,32675,,,,,,,,,,,,,,,,
2024-09-08 07:25:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,562,,,,,,32482,,,,,,,,,,,,,,,,
2024-09-08 07:30:00,,,,,,,,,,,,,,,,,,,,72,,,,,,,0,,,,,,614,,,,,,32545,,,,,,,,,,,,,,,,
2024-09-08 07:35:00,,,,,,,,,,,,,,,,,,,,69,,,,,,,0,,,,,,583,,,,,,33104,,,,,,,,,,,,,,,,
2024-09-08 07:40:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,652,,,,,,33409,,,,,,,,,,,,,,,,
2024-09-08 07:45:00,,,,,,,,,,,,,,,,,,,,68,,,,,,,0,,,,,,681,,,,,,33612,,,,,,,,,,,,,,,,
2024-09-08 07:50:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,666,,,,,,34033,,,,,,,,,,,,,,,,
2024-09-08 07:55:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,687,,,,,,34259,,,,,,,,,,,,,,,,
2024-09-08 08:00:00,,,,,,,,,,,,,,,,,,,,70,,,,,,,0,,,,,,780,,,,,,34302,,,,,,,,,,,,,,,,
2024-09-08 08:05:00,,,,,,,,,,,,,,,,,,,,76,,,,,,,0,,,,,,722,,,,,,34902,,,,,,,,,,,,,,,,
2024-09-08 08:10:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,781,,,,,,35575,,,,,,,,,,,,,,,,
2024-09-08 08:15:00,,,,,,,,,,,,,,,,,,,,56,,,,,,,0,,,,,,781,,,,,,36197,,,,,,,,,,,,,,,,
2024-09-08 08:20:00,,,,,,,,,,,,,,,,,,,,60,,,,,,,0,,,,,,879,,,,,,36404,,,,,,,,,,,,,,,,
2024-09-08 08:25:00,,,,,,,,,,,,,,,,,,,,74,,,,,,,0,,,,,,970,,526,,,,37540,,,,,,,,,,,,,,,,
2024-09-08 08:30:00,,,,,,,,,,,,,,,,,,,,57,,,,,,,0,,,,,,981,,,,,,38592,,,,,,,,,,,,,,,,
2024-09-08 08:35:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,1030,,,,,,39455,,,,,,,,,,,,,,,,
2024-09-08 08:40:00,,,,,,,,,,,,,,,,,,,,62,,,,,,,0,,,,,,1046,,,,,,40218,,,,,,,,,,,,,,,,
2024-09-08 08:45:00,,,,,,,,,,,,,,,,,,,,70,,,,,,,0,,,,,,1092,,,,,,41071,,,,,,,,,,,,,,,,
2024-09-08 08:50:00,,,,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,1281,,,,,,41722,,,,,,,,,,,,,,,,
2024-09-08 08:55:00,,,,,,,,,,,,,,,,,,,,73,,,,,,,0,,,,,,1252,,,,,,43177,,,,,,,,,,,,,,,,
2024-09-08 09:00:00,,,,,,,,,,,,,,,,,,,,91,,,,,,,0,,,,,,1373,,,,,,44318,,,,,,,,,,,,,,,,
2024-09-08 09:05:00,,,,,,,,,,,,,,,,,,,,71,,,,,,,0,,,,,,1553,,,,,,46124,,,,,,,,,,,,,,,,
2024-09-08 09:10:00,,,,,,,,,,,,,,,,,,,,100,,,,,,,0,,,,,,1667,,,,,,48422,,,,,,,,,,,,,,,,
2024-09-08 09:15:00,,,,,,,,,,,,,,,,,,,,80,,,,,,,0,,,,,,1561,,,,,,49647,,,,,,,,,,,,,,,,
2024-09-08 09:20:00,,,,,,,,,,,,,,,,,,,,85,,,,,,,0,,,,,,1447,,,,,,52019,,,,,,,,,,,,,,,,
2024-09-08 09:25:00,,,,,,,,,,,,,,,,,,,,101,,,,,,,0,,,,,,1593,,,,,,59705,,,,,,,,,,,,,,,,
2024-09-08 09:30:00,,,,,,,,,,,,,,,,,,,,93,,,,,,,0,,,,,,1630,,,,,,62397,,,,,,,,,,,,,,236,,
2024-09-08 09:35:00,,,,,,,,,,,,,,,,,,,,112,,,,,,,0,,,,,,1727,,,,,,63943,,,,,,,,,,,,,,729,,
2024-09-08 09:40:00,,,,,,,,,,,,,,,,,,,,84,,,,,,,0,,,,,,1831,,,,,,66271,,,,,,,,,,,,,,1089,,
2024-09-08 09:45:00,,,,,,,,,,,,,,,,,,,,122,,,,,,,0,,,,,,1930,,,,,,68845,,,,,,,,,,,,,,1358,,
2024-09-08 09:50:00,,,,,,,,,,,,,,,,,,,,124,,,,,,,0,,,,,,1874,,,,,,72085,,,,,,,,,,,,,,2132,,
2024-09-08 09:55:00,,,,,,,,,,,,,,,,,,,,114,,,,,,,0,,,,,,1844,,,,,,73779,,,,,,,,,,,,,,3549,,
2024-09-08 10:00:00,,,,,,,,,,,,,,,,,,,,105,,,,,,,0,,,,,,1867,,,,,,77384,,,,,,,,,,,,,,4294,,
2024-09-08 10:05:00,,,,,,,,,,,,,,,,,,,,92,,,,,,,0,,,,,,1976,,,,,,82067,,,,,,,,,,,,,,4384,,
2024-09-08 10:10:00,,,,,,,,,,,,,,,,,,,,119,,,,,,,0,,,,,,1834,,,,,,87096,,,,,,,,,,,,,,3817,,
2024-09-08 10:15:00,,,,,,,,,,,,,,,,,,,,109,,,,,,,0,,,,,,1781,,,,,,93120,,,,,,,,,,,,,,4208,,
2024-09-08 10:20:00,,,,,,,,,,,,,,,,,,,,131,,,,,,,0,,,,,,1745,,,,,,97233,,,,,,,,,,,,,,4590,,
2024-09-08 10:25:00,,,,,,,,,,,,,,,,,,,,108,,,,,,,0,,,,,,1796,,,,,,103825,,,,,,,,,,,,,,5015,,
2024-09-08 10:30:00,,,,,,,,,,,,,,,,,,,,107,,,,,,,0,,,,,,1825,,,,,,110279,,,,,,,,,,,,,,5102,,
2024-09-08 10:35:00,,,,,,,,,,,,,,,,,,,,124,,,,,,,0,,,,,,1861,,,,,,116318,,,,,,,,,,,,,,4892,,
2024-09-08 10:40:00,,,,,,,,,,,,,,,,,,,,100,,,,,,,0,,,,,,2074,,,,,,115476,,,,,,,,,,,,0,,5256,,
2024-09-08 10:45:00,,,,,,,,,,,,,,,,,,,,116,,,,,,,0,,,,,,2375,,,,,,124441,,,,,,,,,,,,136,,5887,,
2024-09-08 10:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1970,,,,,,128509,,,,302,,,,,,,,136,,,55,
2024-09-08 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2169,,,,,,131483,,,,544,,,,,,,,231,,,85,
2024-09-08 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2041,,,,,,137329,,,,1039,,,,,,,,271,,,113,
2024-09-08 11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1977,,,,,,140229,,,,1275,,,,,,,,286,,,150,
2024-09-08 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1913,,,,,,143835,,,,1395,,,,,,,,301,,,613,
2024-09-08 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1872,,,,,,148117,,,,1440,,,,,,,,301,,,634,
2024-09-08 11:20:00,,,,,,,,,,,,,38,,,,,,,,,,,,,,0,,,,,,1792,,,,,,154758,,,,1387,,,,,,,,322,,,670,
2024-09-08 11:25:00,,,,,,,,,,,,,74,,,,,,,,,,,,,,0,,,,,,1907,,,,,,162981,,,,1387,,,,,,,,327,,6855,620,
2024-09-08 11:30:00,,,,,,,,,,,,,174,,,,,,,,,,,,,,0,,,,,,1814,,,,,,159464,,,,,,0,,,,,,336,,6982,649,
2024-09-08 11:35:00,,,,,,,,,,,,,223,,,,,,,,,,,,,,0,,,,,,1727,,,,,,166642,,,,,,44,,,,,,265,,7146,684,
2024-09-08 11:40:00,,,,,,,,,,,,,202,,,,,,,,,,,,,,0,,,,,,1678,,,,,,172148,,,,,,86,,,,,,275,,6891,669,
2024-09-08 11:45:00,,,,,,,,,,,,,262,,,,,,,,,,,,,,0,,,,,,1619,,,,,,175225,,,,,,143,,,,,,282,,6660,679,
2024-09-08 11:50:00,,,,,,,,,,,,,336,,,,,,,,,,,,,,0,,,,,,1811,,,,,,182142,,,,,,203,,,,,,292,,6311,667,
2024-09-08 11:55:00,,,,,,,,,,,,,358,,,,,,,,,,,,,,0,,,,,,1917,,,,,,175459,,,,,,233,,,,,,319,,6165,688,
2024-09-08 12:00:00,,,,,,,,,,,,,366,,,,,,,,,,,,,,0,,,,,,1957,,,,,,183671,,,,,,321,,,,,,327,,6066,716,
2024-09-08 12:05:00,,,,,,,,,,,,,372,,,,,,,,,,,,,,0,,,,,,1752,,,,,,190087,,,,,,351,,,,,,983,,5684,708,
2024-09-08 12:10:00,,,,,,,,,,,,,401,,,,,,,,,,,,,,0,,,,,,1548,,,,,,200524,,,,,,388,,,,,,726,,,756,
2024-09-08 12:15:00,,,,,,,,,,,,,377,,,,,,,,,,,,,,0,,,,,,1467,,,,,,210004,,,,,,309,,,,,,681,,,699,
2024-09-08 12:20:00,,,,,,,,,,,,,352,,,,,,,,,,,,,,0,,,,,,1422,,,,,,218656,,,,,,321,,,,,,694,,,650,
2024-09-08 12:25:00,,,,,,,,,,,,,359,,,,,,,,,,,,,,0,,,,,,1380,,,,,,222588,,,,,,372,,,,,,720,,,684,
2024-09-08 12:30:00,,,,,,,,,,,,,351,,,,,,,,,,,,,,0,,,,,,1319,,,,,,229714,,,,,,412,,,,,,705,,,660,
2024-09-08 12:35:00,,,,,,,,,,,,,382,,,,,,,,,,,,,,0,,,,,,1340,,,,,,231778,,,,,,501,,,,,,725,,,735,
2024-09-08 12:40:00,,,,,,,,,,,,,377,,,,,,,,,,,,,,0,,,,,,1303,,,,,,234219,,,,,,561,,,,,,785,,,679,
2024-09-08 12:45:00,,,,,,,,,,,,,363,,,,,,,,,,,,,,0,,,,,,1271,,,,,,239942,,,,,,564,,,,,,778,,,665,
2024-09-08 12:50:00,,,,,,,,,,,,,372,,,,,,,,,,,,,,0,,,,,,1260,,,,,,245434,,,,,,464,,,,,,721,,,692,
2024-09-08 12:55:00,,,,,,,,,,,,,380,,,,,,,,,,,,,,0,,,,,,1243,,,,,,244289,,,,,,484,,,,,,721,,,695,
2024-09-08 13:00:00,,,,,,,,,,,,,389,,,,,,,,,,,,,,0,,,,,,1222,,,,,,247848,,,,,,533,,,,,,761,,,717,
2024-09-08 13:05:00,,,,,,,,,,,,,407,,,,,,,,,,80,,,,0,,,,,,1208,,,,,,249230,,,,,,546,,,,,,755,,,667,
2024-09-08 13:10:00,,,,,,,,,,,,,420,,,,,,,,,,99,,,,0,,,,,,1241,,,,,,253379,,,,,,520,,,,,,685,,,697,
2024-09-08 13:15:00,,,,,,,,,,,,,465,,,,,,,,,,153,,,,0,,,,,,1257,,,,,,256463,,,,,,556,,,,,,239,,,681,
2024-09-08 13:20:00,,,,,,,,,,,,,465,,,,,,,,,,211,,,,0,,,,,,1241,,,,,,257089,,,,,,513,,,,,,243,,,674,
2024-09-08 13:25:00,,,,,,,,,,,,,479,,,,,,,,,,329,,,,0,,,,,,1255,,,,,,258306,,,,,,519,,,,,,248,,,710,
2024-09-08 13:30:00,,,,,,,,,,,,,530,,,,,,,,,,438,,,,0,,,,,,1227,,,,,,265371,,,,,,556,,,,,,265,,,715,
2024-09-08 13:35:00,,,,,,,,,,,,,539,,,,,,,,,,773,,,,0,,,,,,1247,,,,,,270144,,,,,,576,,,,,,251,,,662,
2024-09-08 13:40:00,,,,,,,,,,,,,529,,,,,,,,,,846,,,,0,,,,,,1295,,,,,,254580,,,,,,614,,,,,,266,,,722,
2024-09-08 13:45:00,,,,,,,,,,,,,518,,,,,,,,,,756,,,,0,,,,,,1334,,,,,,260129,,,,,,634,,,,,,278,,,683,
2024-09-08 13:50:00,,,,,,,,,,,,,530,,,,,,,,,,742,,,,0,,,,,,1317,,,,,,266091,,,,,,535,,,,,,274,,,697,
2024-09-08 13:55:00,,,,,,,,,,,,,549,,,,,,,,,,728,,,,0,,,,,,1236,,,,,,268540,,,,,,544,,,,,,268,,,717,
2024-09-08 14:00:00,,,,,,,,,,,,,523,,,,,,,,,,576,,,,0,,,,,,1201,,,,,,269518,,,,,,508,,,,,,264,,,761,
2024-09-08 14:05:00,,,,,,,,,,,,,547,,,,,,,,,,698,,,,0,,,,,,1175,,,,,,270238,,,,,,542,,,,,,252,,,689,
2024-09-08 14:10:00,,,,,,,,,,,,,541,,,,,,,,,,725,,,,0,,,,,,1163,,,,,,268948,,,,,,566,,,,,,226,,,754,
2024-09-08 14:15:00,,,,,,,,,,,,,547,,,,,,,,,,772,,,,0,,,,,,1149,,,,,,280018,,,,,,609,,,,,,214,,,743,
2024-09-08 14:20:00,,,,,,,,,,,,,537,,,,,,,,,,752,,,,0,,,,,,1168,,,,,,283179,,,,,,601,,,,,,218,,,760,
2024-09-08 14:25:00,,,,,,,,,,,,,525,,,,,,,,,,701,,,,0,,,,,,1152,,,,,,286324,,,,,,623,,,,,,222,,,818,
2024-09-08 14:30:00,,,,,,,,,,,,,539,,,,,,,,,,721,,,,0,,,,,,1089,,,,,,287413,,,,,,664,,,,,,217,,,694,
2024-09-08 14:35:00,,,,,,,,,,,,,574,,,,,,,,,,713,,,,0,,,,,,1101,,,,,,292349,,,,,,647,,,,,,217,,,719,
2024-09-08 14:40:00,,,,,,,,,,,,,549,,,,,,,,,,737,,,,0,,,,,,1085,,,,,,291559,,,,,,605,,,,,,204,,,662,
2024-09-08 14:45:00,,,,,,,,,,,,,541,,,,,,,,,,586,,,,0,,,,,,1104,,,,,,292738,,,,,,605,,,,,,196,,,690,
2024-09-08 14:50:00,,,,,,,,,,,,,541,,,,,,,,,,754,,,,0,,,,,,1104,,,,,,297840,,,,,,635,,,,,,201,,,701,
2024-09-08 14:55:00,,,,,,,,,,,,,559,,,,,,,,,,795,,,,0,,,,,,1081,,,,,,304437,,,,,,635,,,,,,194,,,686,
2024-09-08 15:00:00,,,,,,,,,,,,,565,,,,,,,,,,806,,,,0,,,,,,1117,,,,,,308527,,,,,,657,,,,,,201,,,706,
2024-09-08 15:05:00,,,,,,,,,,,,,521,,,,,,,,,,806,,,,0,,,,,,1103,,,,,,309880,,,,,,672,,,,,,197,,,746,
2024-09-08 15:10:00,,,,,,,,,,,,,535,,,,,,,,,,784,,,,0,,,,,,1118,,,,,,310722,,,,,,680,,,,,,,,,766,
2024-09-08 15:15:00,,,,,,,,,,,,,522,,,,,,,,,,628,,,,0,,,,,,1129,,,,,,313360,,,,,,693,,,,,,,,,721,
2024-09-08 15:20:00,,,,,,,,,,,,,554,,,,,,,,,,777,,,,0,,,,,,1106,,,,,,317604,,,,,,700,,,,,,,,,689,
2024-09-08 15:25:00,,,,,,,,,,,,,523,,,,,,,,,,701,,,,0,,,,,,1081,,,,,,320975,,,,,,674,,,,,,,,,725,
2024-09-08 15:30:00,,,,,,,,,,,,,508,,,,,,,,,,699,,,,0,,,,,,1069,,,,,,322651,,,,,,636,,,,,,,,,677,
2024-09-08 15:35:00,,,,,,,,,,,,,535,,,,,,,,,,730,,,,0,,,,,,1064,,,,,,327501,,,,,,620,,,,,,,,,720,
2024-09-08 15:40:00,,,,,,,,,,,,,524,,,,,,,,,,747,,,,0,,,,,,1053,,,,,,335213,,,,,,640,,,,,,,,,679,
2024-09-08 15:45:00,,,,,,,,,,,,,489,,,,,,,,,,758,,,,0,,,,,,1100,,,,,,319792,,,,,,684,,,,,,,,,670,
2024-09-08 15:50:00,,,,,,,,,,,,,498,,,,,,,,,,758,,,,0,,,,,,1080,,,,,,332569,,,,,,711,,,,,,,,,680,
2024-09-08 15:55:00,,,,,,,,,,,,,467,,,,,,,,,,736,,,,0,,,,,,1080,,,,,,328818,,,,,,740,,,,,,,,,669,
2024-09-08 16:00:00,,,,,,,,,,,,,467,,,,,,,,,,744,,,,0,,,,,,1149,,,,,,334665,,,,,,756,,,,,,,,,682,
2024-09-08 16:05:00,,,,,,,,,,,,,450,,,,,,,,,,799,,,,0,,,,,,1111,,,,,,359745,,,,,,729,,,,,,,,,757,
2024-09-08 16:10:00,,,,,,,,,,,,,446,,,,,,,,,234,729,,,,0,,,,,,1013,,,,,,366192,,,,,,711,,,,,,,,,681,
2024-09-08 16:15:00,,,,,,,,,,,,,410,,,,,,,,,258,553,,,,0,,,,,,1013,,,,,,366676,,,,,,693,,,,,,,,,666,
2024-09-08 16:20:00,,,,,,,,,,,,,417,,,,,,,,,189,695,,,,0,,,,,,1009,,,,,,372720,,,,,,706,,,,,,,,,651,
2024-09-08 16:25:00,,,,,,,,,,,,,417,,,,,,,,,235,698,,,,0,,,,,,1009,,,,,,374055,,,,,,706,,,,,,,,,669,
2024-09-08 16:30:00,,,,,,,,,,,,,,,,,,,,,,186,712,,,,0,,,,,,996,,,,,,379589,,,,,,728,,,,,,,,,644,
2024-09-08 16:35:00,,,,,,,,,,,,,,,,,,,,,,210,712,,,,0,,,,,,998,,,,,,384883,,,,,,691,,,,,,,,,711,
2024-09-08 16:40:00,221,,,,,,,,,,,,,,,,,,,,,226,735,,,,0,,,,,,1010,,,,,,387357,,,,,,672,,,,,,,,,625,
2024-09-08 16:45:00,231,,,,,,,,,,,,,,,,,,,,,186,604,,,,0,,,,,,1010,,,,,,389974,,,,,,696,,,,,,,,,614,
2024-09-08 16:50:00,266,,,,,,,,,,,,,,,,,,,,,213,738,,,,0,,,,,,999,,,,,,385347,,,,,,715,,,,,,,,,631,
2024-09-08 16:55:00,297,,,,,,,,,,,,,,,,,,,,,208,730,,,,0,,,,,,983,,,,,,387013,,,,,,690,,,,,,,,,608,
2024-09-08 17:00:00,277,,,,,,,,,,,,,,,,,,,,,196,746,,,,0,,,,,,967,,,,,,389353,,,,,,700,,,,,,,,,655,
2024-09-08 17:05:00,284,,,,,,,,,,,,,,,,,,,,,211,780,,,,0,,,,,,967,,,,,,392206,,,,,,747,,,,,,,,,615,
2024-09-08 17:10:00,318,,,,,,,,,,,,,,,,,,,,,202,662,,,,0,,,,,,966,,,,,,395128,,,,,,734,,,,,,,,,653,
2024-09-08 17:15:00,332,,,,,,,,,,,,,,,,,,,,,254,523,,,,0,,,,,,988,,,,,,395704,,,,,,752,,,,,,,,,615,
2024-09-08 17:20:00,349,,,,,,,,,,,,,,,,,,,,,213,698,,,,0,,,,,,978,,,,,,399754,,,,,,571,,,,,,,,,675,
2024-09-08 17:25:00,314,,,,,,,,,,,,,,,,,,,,,259,731,,,,0,,,,,,995,,,,,,412616,,,,,,739,,,,,,,,,640,
2024-09-08 17:30:00,357,,,,,,,,,,,,,,,,,,,,,213,740,,,,0,,,,,,998,,,,,,402337,,,,,,681,,,,,,,,,624,
2024-09-08 17:35:00,361,,,,,,,,,,,,,,,,,,,,,223,719,,,,0,,,,,,980,,,,,,409453,,,,,,668,,,,,,,,,614,
2024-09-08 17:40:00,306,,,,,,,,,,,,,,,,,,,,,178,737,,,,0,,,,,,968,,,,,,412208,,,,,,656,,,,,,,,,626,
2024-09-08 17:45:00,367,,,,,,,,,,,,,,,,,,,,,171,650,,,,0,,,,,,979,,,,,,423460,,,,,,664,,,,,,,,,600,
2024-09-08 17:50:00,343,,,,,,,,,,,,,,,,,,,,,201,775,,,,0,,,,,,964,,,,,,420803,,,,,,675,,,,,,,,,686,
2024-09-08 17:55:00,373,,,,,,,,,,,,,,,,,,,,,218,728,,,,0,,,,,,975,,,,,,422553,,,,,,598,,,,,,,,,609,
2024-09-08 18:00:00,358,,,,,,,,,,,,,,,,,,,,,203,655,,,,0,,,,,,954,,,,,,434644,,,,,,611,,,,,,,,,1453,
2024-09-08 18:05:00,371,,,,,,,,,,,,,,,,,,,,,181,674,,,,0,,,,,,942,,,,,,426696,,,,,,632,,,,,,,,,1443,
2024-09-08 18:10:00,390,,,,,,,,,,,,,,,,,,,,,,736,,,,0,,,,,,417,,,,,,427839,,,,,,651,,,,,,,,,1426,
2024-09-08 18:15:00,368,,,,,,,,,,,,,,,,,,,,,,678,,,,0,,,,,,313,,,,,,426460,,,,,,656,,,,,,,,,1397,
2024-09-08 18:20:00,408,,,,,,,,,,,,,,,,,,,,,,815,,,,0,,,,,,349,,,,,,430768,,,,,,612,,,,,,,,,1427,
2024-09-08 18:25:00,364,,,,,,,,,,,,,,,,,,,,,,793,,,,0,,,,,,386,,,,,,432739,,,,,,627,,,,,,,,,1394,
2024-09-08 18:30:00,355,,,,,,,,,,,,,,,,,,,,,0,856,,,,0,,,,,,416,,,,,,439552,,,,,,610,,,,,,,,,1421,
2024-09-08 18:35:00,,,,,,,,,,,,,,,,,,,,,,153,843,,,,0,,,,,,442,,,,,,434302,,,,,,624,,,,,,,,,1425,
2024-09-08 18:40:00,,,,,,,,,,,,,,,,,,,,,,142,858,,,,0,,,,,,477,,,,,,432965,,,,,,655,,,,,,,,,1468,
2024-09-08 18:45:00,,,,,,,,,,,,,,,,,,,,,,154,926,,,,0,,,,,,500,,,,,,433498,,,,,,647,,,,,,,,,1440,
2024-09-08 18:50:00,,,,,,,,,,,,,,,,,,,,,,139,834,,,,0,,,,,,511,,,,,,433591,,,,,,708,,,,,,,,,1433,
2024-09-08 18:55:00,,,,,,,,,,,,,,,,,,,,,,139,,,,,0,,,,,,530,,,,,,437463,,,,,,577,,,,,,,,,1451,
2024-09-08 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,547,,,,,,444538,,,,,,585,,,,,,,,,1501,
2024-09-08 19:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,658,,,,,,417237,,,,,,649,,,,,,,,,1605,
2024-09-08 19:10:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,682,,,,,,409084,,,,,,669,,,,,,,,,1630,
2024-09-08 19:15:00,,,,,,,,,,,,,,,,,,,,,,,84,,,,0,,,,,,682,,,,,,400863,,,,,,653,,,,,,,,,1617,
2024-09-08 19:20:00,,,,,,,,,,,,,,,,,,,,,,,151,,,,0,,,,,,694,,,,,,408062,,,,,,707,,,,,,,,,1594,
2024-09-08 19:25:00,,,,,,,,,,,,,,,,,,,,,,,151,,,,0,,,,,,684,,,,,,413568,,,,,,708,,,,,,,,,1637,
2024-09-08 19:30:00,,,,,,,,,,,,,,,,,,,,,,,696,,,,0,,,,,,708,,,,,,420912,,,,,,610,,,,,,,,,1470,
2024-09-08 19:35:00,,,,,,,,,,,,,,,,,,,,,,,801,,,,0,,,,,,744,,,,,,411970,,,,,,650,,,,,,,,,843,
2024-09-08 19:40:00,,,,,,,,,,,,,,,,,,,,,,,719,,,,0,,,,,,778,,,,,,381832,,,,,,696,,,,,,,,,1662,
2024-09-08 19:45:00,,,,,,,,,,,,,,,,,,,,,,,914,,,,0,,,,,,754,,,,,,395356,,,,,,696,,,,,,,,,1665,
2024-09-08 19:50:00,,,,,,,,,,,,,,,,,,,,,,,934,,,,0,,,,,,764,,,,,,393843,,,,,,728,,,,,,,,,1756,
2024-09-08 19:55:00,,,,,,,,,,,,,,,,,,,,,,,972,,,,0,,,,,,749,,,,,,396190,,,,,,741,,,,,,,,,1712,
2024-09-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,,908,,,,0,,,,,,758,,,,,,404864,,,,,,799,,,,,,,,,1724,
2024-09-08 20:05:00,,,,,,,,,,,,,,,,,,,,,,,885,,,,0,,,,,,768,,,,,,407685,,,,,,761,,,,,,,,,1696,
2024-09-08 20:10:00,,,,,,,,,,,,,,,,,,,,,,,908,,,,0,,,,,,738,,,,,,414268,,,,,,641,,,,,,,,,1588,
